lm_id,name
LMSL03000128,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000129,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA03010124,17-phenyl-trinor-PGF2alpha isopropyl ester
LMFA01020444,Mycinonic acid III
LMSL03000130,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000131,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMPK12112442,Myricetin 3-rhamnoside-7-glucoside
LMPK12110314,Isovitexin 7-O-galactoside-2''-O-rhamnoside
LMGP03010003,"PS(17:0/20:4(5Z,8Z,11Z,14Z))"
LMGP04010004,"PG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
LMSP01040002,C17 Sphingosine
LMPR0102090046,beta-Terpinyl acetate
LMSL03000133,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000163,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMGL03013706,TG(13:0/14:1(9Z)/17:0)[iso6]
LMPK12110319,Isovitexin 7-O-xyloside 2''-O-arabinoside
LMFA03010010,PGH2
LMPK12113038,"6-Hydroxymyricetin 3,6,3',5'-tetramethyl ether 7-glucoside"
LMPK12110321,Isovitexin 4'-O-glucoside 2''-O-arabinoside
LMSL03000174,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000175,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000177,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMGP02010666,"PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
LMSL03000178,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000179,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMGL02010009,DG(16:0/16:0/0:0)
LMPR0102070028,10-Hydroxyloganin
LMGP04010005,PG(14:0/14:0)
LMFA03010026,15-keto-PGF2alpha
LMGP02010647,"PE(18:1(9Z)/20:2(11Z,14Z))"
LMGP04010006,"PG(17:0/20:4(5Z,8Z,11Z,14Z))"
LMFA03010002,PGF2alpha
LMFA03070002,8R-HEPE
LMFA03010004,PGD2
LMGP02010653,"PE(18:2(9Z,12Z)/12:0)"
LMFA03010089,"2,3-dinor, 6-keto-PGF1alpha"
LMFA03010038,19R-hydroxy-PGF1alpha
LMFA03010041,15R-PGF2alpha
LMFA03010042,19R-hydroxy-PGF2alpha
LMFA03010047,15-epi-PGA1
LMFA03010051,"15-deoxy-delta-12,14-PGD2"
LMFA03010044,PGH1
LMFA03010045,PGI3
LMFA03010052,"16,16-dimethyl-PGD2"
LMFA03070004,9S-HEPE
LMPR0102070032,8-epi-11-Hydroxyiridodial glucoside pentaacetate
LMFA07090005,FAHFA 16:0/10O(FA 18:0)
LMFA03010076,PGF2alpha isopropyl ester
LMFA03010060,11beta-PGE2
LMFA03010063,15-methyl-15R-PGE2
LMFA03010069,PGF1beta
LMFA03010062,"11-deoxy-16,16-dimethyl-PGE2"
LMSL03000180,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA03010070,11-deoxy-PGF1b
LMFA03010059,"9-deoxy-9-methylene-16,16-dimethyl -PGE2"
LMFA03010071,"PGF2alpha-1,11-lactone"
LMFA03010073,PGF2alpha methyl ether
LMPR0104010005,2Z-Phytenoic Acid
LMFA07090007,FAHFA 16:0/12O(FA 18:0)
LMFA03010083,"16,16-dimethyl-PGF2beta"
LMFA03010074,PGF2alpha dimethyl amide
LMFA03010095,15R-PGE2 methyl ester
LMFA01030130,"11,14-eicosadienoic acid"
LMGP02010660,"PE(18:2(9Z,12Z)/17:0)"
LMFA03010103,11-deoxy-11-methylene-PGD2
LMFA03010092,15R-PGA2
LMFA03010115,PGF2alpha methyl ester
LMFA03110004,"8-iso-13,14-dihydro-15-keto-PGF2alpha"
LMFA03010120,20-ethyl PGF2alpha
LMFA03010104,11-deoxy-11-methylene-15-keto-PGD2
LMFA03010129,6beta-PGI1
LMFA03010132,19-hydroxy-PGB2
LMFA03010133,PGC2
LMGP02010672,"PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))"
LMFA01050076,21-hydroxy-heneicosanoic acid
LMFA01050373,"8-Hydroxy-4,8-dimethyl-4E,9-decadienoic acid"
LMPR03030003,Lipid II (undecaprenyl diphosphate-MurNAc-pentapeptide-GlcNAc)
LMFA03070003,8S-HEPE
LMFA03060023,3R-HETE
LMPK12110329,Isovitexin 2''-O-(6'''-(E)-p-coumaroyl)glucoside 4'-O-glucoside
LMGP02010677,"PE(18:2(9Z,12Z)/22:2(13Z,16Z))"
LMGL03010010,TG(15:0/18:1(9Z)/15:0) (d5)
LMGL03010011,TG(16:0/18:0/16:0) (d5)
LMGL03010012,TG(17:0/17:1(10Z)/17:0) (d5)
LMFA01030788,2E-Lauroleic acid
LMGL03010016,"TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) (d5)"
LMGP01010008,PC(17:0/14:1(9Z))
LMGL03013712,"TG(13:0/14:1(9Z)/18:3(6Z,9Z,12Z))[iso6]"
LMFA01030004,Vinyl acetic acid
LMFA03020010,LTB5
LMFA03020012,LTB4 ethanol amide
LMGL03013718,TG(13:0/14:1(9Z)/20:1(11Z))[iso6]
LMPR01070519,2-Hydroxy-monocyclophytophytofluene
LMFA03050012,12R-HETrE
LMFA03020023,LTA4
LMFA03030005,TXA3
LMFA02000227,8S-HODE
LMFA03120002,clavulone II
LMFA03090005,Hepoxilin A3
LMGL03013730,"TG(13:0/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMPR01070520,"15,7',8',11',12',15'-Hexahydro-beta,psi-caroten-2-ol"
LMFA03120024,4-epi-clavulone III
LMFA03120032,12R-acetoxy-punaglandin 3
LMPR01070521,2-Hydroxy-monocyclophytoene
LMFA03120009,chlorovulone II
LMFA03120010,chlorovulone III
LMFA03120015,clavulolactone I
LMFA03060037,8R-HpETE
LMFA07090014,FAHFA 18:0/11O(FA 18:0)
LMGL03013733,TG(13:0/15:0/16:1(9Z))[iso6]
LMFA03120026,clavirin II
LMFA03120018,"17,18-dehydro-clavulone I"
LMFA03120022,preclavulone lactone II
LMFA01020088,2-methyl-octanoic acid
LMFA03120033,punaglandin 4
LMGL03013736,"TG(13:0/15:0/17:2(9Z,12Z))[iso6]"
LMFA03120044,punaglandin 7
LMST01010015,Cholestenone
LMGP02010678,"PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
LMFA03010007,PGD2-d4
LMFA03010008,PGE2-d4
LMFA03010037,6k-PGF1alpha-d4
LMSP0504BR05,VI3(Galb 1-4GlcNAcb )-Lc4Cer(d18:1/24:0)
LMGP10050003,"PA(21:4(6Z,9Z,12Z,15Z)/0:0)"
LMFA01030791,2Z-Hexenoic acid
LMGP02010684,"PE(18:3(6Z,9Z,12Z)/15:1(9Z))"
LMSP02010009,Cer(d18:1/24:1(15Z))
LMFA05000074,"1,2-nonadecanediol"
LMFA02000124,DL-6-hydroxy stearic acid
LMFA01030797,3-Methyl-3E-heptenoic acid
LMPR01070527,Saproxanthin
LMPR01070529,"9',10'-Dihydro-beta-zeacarotene-3,17'-diol"
LMSP0501AA10,GlcCer(d18:1/26:1(17Z))
LMGP02010691,"PE(18:3(6Z,9Z,12Z)/18:1(9Z))"
LMFA01050080,DL-Cerebronic acid
LMPR01070532,"(3S,4R,2'S)-4-Hydroxymyxol"
LMSP03010006,SM(d18:1/22:0)
LMPR01070528,"Beta-Zeacarotene-3,17'-diol"
LMSP02050002,CerP(d18:1/16:0)
LMPR0104170008,Gibberellin A44 diacid
LMFA01010028,Montanic acid
LMGP02010698,"PE(18:3(6Z,9Z,12Z)/20:0)"
LMFA01040041,"methyl 13,15-epidioxy-16-hydroperoxy-9,11-octadecadienoate"
LMSP02050006,CerP(d18:1/22:0)
LMSP02050007,CerP(d18:1/24:1(15Z))
LMPR0104390001,Paclitaxel
LMPK12110362,Apigenin 7-glucuronide-4'-rhamnoside
LMPR01070533,"1',2'-Dihydro-1'-hydroxytorulene rhamnoside"
LMGP02010704,"PE(18:3(6Z,9Z,12Z)/21:0)"
LMST05010031,11-Hydroxyprogesterone 11-glucuronide
LMPR01070534,Myxobactin
LMFA02000141,"8,9-dihydroxy stearic acid"
LMPK12110365,Apigenin 7-neohesperidoside-4'-glucoside
LMFA01010035,Ceroplastic acid
LMFA01010039,hexatetracontanoic acid
LMFA01020019,Isobehenic acid
LMFA02000163,"9,13-DiHOME(11)"
LMFA01030045,Isotridecenoic acid
LMGP02010710,"PE(18:3(9Z,12Z,15Z)/12:0)"
LMFA02000142,"9,10-dihydroxystearic acid"
LMST02020092,"3a,16-Dihydroxyandrostenone"
LMFA00000031,17-dimethylarsinoyl-9Z-heptadecenoic acid
LMPK12110374,Apigenin 7-(2''-acetylglucoside)
LMFA02000143,"9,12-dihydroxy stearic acid"
LMPR0106100002,3-Acetyl-1-tigloylazadirachtinin
LMFA02000337,"9R,10R,13R-trihydroxyoctadec-11E-enoic acid"
LMPK12110380,"Apigenin 7-(3'',6''-di-p-coumarylglucoside)"
LMGL03013742,"TG(13:0/15:0/18:4(6Z,9Z,12Z,15Z))[iso6]"
LMFA01020055,4-methyl-undecanoic acid
LMPR01070536,"1',2'-Dihydro-1'-hydroxytorulene glucoside"
LMPK04000010,Erythromycin D
LMPK04000015,Erythromycin estolate
LMFA02000128,Rosilic acid
LMPR01070535,(2'S)-Deoxymyxol 2'-alpha-L-fucoside
LMPR01070537,Saproxanthin rhamnoside
LMPK12110388,"Apigenin 7-(4'',6''-diacetylalloside)-4'-alloside"
LMFA00000035,2-dimethylarsinoyl-acetic acid
LMPK12110387,Apigenin 7-(6''-acetylalloside)-4'-alloside
LMFA01020072,alpha-methyl butyric Acid
LMPR01070538,1'-Hydroxy-gamma-carotene glucoside
LMFA03000008,15R-HEDE
LMPK04000021,Avermectin A1b
LMPK12110395,Apigenin 7-cellobioside-4'-glucoside
LMFA01020059,9-methyl-undecanoic acid
LMFA01030095,Ximenic acid
LMPK12110397,Pinnatifinoside A
LMFA01020065,6-methyl lauric acid
LMFA01030131,"5,13-docosadienoic acid"
LMFA01020070,4-methyl-tridecanoic acid
LMGL03013748,"TG(13:0/15:0/20:3(8Z,11Z,14Z))[iso6]"
LMFA01020077,diethyl acetic acid
LMFA01020079,"3,3-dimethyl-butanoic acid"
LMPK12110404,Apigenin 7-rhamnosyl-(1->6)-(4''-E-p-methoxycinnamoylglucoside)
LMFA01040043,"methyl 13,15-epidioxy-12-hydroperoxy-9Z,16E-octadecadienoate"
LMFA01020116,trimethyl acrylic acid
LMGL03013754,"TG(13:0/15:0/22:2(13Z,16Z))[iso6]"
LMPK12110408,Ciliatin A
LMPK12110409,Gancaonin Q
LMPK12110410,Honyucitrin
LMFA01020101,2-methyl-2E-hexenoic acid
LMPK13040003,Cascaroside A
LMGL03013760,TG(13:0/15:1(9Z)/16:1(9Z))[iso6]
LMPK12110415,Yinyanghuo D
LMPK12110417,Yinyanghuo B
LMFA01030132,"13,16-docosadienoic acid"
LMPK13040005,Chrysophanic acid 9-anthrone
LMPK12110418,6-Methylapigenin
LMPK12110419,"6,8-Dimethylapigenin"
LMPK12110420,Atalantoflavone
LMGL03013766,"TG(13:0/15:1(9Z)/18:2(9Z,12Z))[iso6]"
LMFA01020114,3-methyl-2Z-pentenoic acid
LMPK12110424,Isolaxifolin
LMPK12110425,Yinyanghuo C
LMPK12110428,Yinyanghuo A
LMST02010037,Quinestrol
LMFA01020126,3-tert-butyl-3-butenoic acid
LMPK13040017,Sennoside B
LMPK14000003,Cyclosporin A
LMFA01020142,6-isopentyl-9-methyl-5-decenoic acid
LMFA01020147,3-methyl-heptanoic acid
LMGL03013769,"TG(13:0/15:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
LMFA01020150,"2,2-dimethyl-hexanoic acid"
LMFA01020161,"2,4-dimethyl-dodecanoic acid"
LMPK12110638,Luteolin 5-galactoside
LMST05010006,17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronide
LMPK12112072,Quercetin 3-(6''-galloylgalactoside)
LMPK12110451,Acacetin 7-glucuronosyl-(1->2)-glucuronide
LMFA01030011,delta-hexenoic acid
LMFA01030005,beta-ethyl acrylic acid
LMPK12112068,Quercetin 3-(6''-malonylgalactoside)
LMPK12112414,"Myricetin 3,3'-digalactoside"
LMPK12110448,Acacetin 7-(6''-methylglucuronide)
LMFA01030020,trans-beta-octenoic acid
LMFA01030086,trans-gondoic acid
LMGP02010715,"PE(18:3(9Z,12Z,15Z)/15:1(9Z))"
LMFA01030024,cis-epsilon-octenoic acid
LMFA01030027,beta-nonylenic acid
LMFA01030087,14Z-eicosenoic acid
LMFA01030094,9-hexacosenoic acid
LMFA01030089,cis-erucic acid
LMFA01030088,cis-cetoleic acid
LMFA01030157,"5,8,11-eicosatrienoic acid"
LMPK12110457,Acacetin 7-(6''-acetylglucoside)
LMFA01030040,7-lauroleic acid
LMPK12110504,Isoorientin 2''-O-(E)-caffeate
LMFA05000061,Cetyl alcohol
LMPK12110465,Acacetin 7-Rhamnosyl-(1->6)[2''-acetylglucosyl-(1->2)glucoside]
LMPK12110466,Acacetin 7-[6'''-acetylglucosyl-(1->2)]-rhamnosyl-(1->6)-glucoside
LMFA03070014,"methyl 6-hydroperoxy-4,8,11,14,17-eicosapentaenoate"
LMFA01030057,trans-9-palmitoleic acid
LMPK12112602,Rhamnetin 3-galactoside-3'-rhamnoside
LMFA07050015,3S-hydroxy-octanoyl-CoA
LMFA01030173,"4,8,12,16-eicosatetraenoic acid"
LMST01010114,Cucurbitacin P
LMFA02000162,"9,13-DiHOME(10)"
LMFA01030074,cis-10-oleic acid
LMFA01030084,cis-Gadoleic acid
LMPK12112066,Quercetin 3- (3''-acetylgalactoside)
LMFA07050005,Dodecanoyl-CoA
LMPK12110483,Isoorientin 6''-O-alpha-L-arabinoside
LMFA01030175,"6,10,14,18-eicosatetraenoic acid"
LMFA07050010,2E-dodecenoyl-CoA
LMFA07050011,"CoA(20:3(8Z,11Z,14Z))"
LMPK12110480,"Isoorientin 2'',6''-diacetate"
LMFA01030105,"2Z,6Z-decadienoic acid"
LMFA01030108,"4E,6E-decadienoic acid"
LMFA03060051,15-Oxo-ETE
LMFA01030113,"5E,12E-octadecadienoic acid"
LMPK12112074,"Quercetin 3-(3'',6''-diacetylgalactoside)"
LMFA01030185,DHA
LMFA01030136,"6,9,12-hexadecatrienoic acid"
LMFA01030118,Rumenic acid
LMFA01030121,"9Z,12E-octadecadienoic acid"
LMPK12111672,Kaempferol 3-galactoside-7-rhamnoside
LMFA01030159,"11,14,17-eicosatrienoic acid"
LMFA01030158,bishomo-gamma-linolenic acid
LMFA09000002,"4Z,7Z,10Z-octadecatrienenitrile"
LMPR01070020,meso-Astaxanthin
LMPK12110499,Isoorientin 2''-O-alpha-D-mannoside
LMPK12112052,Quercetin 3-galactoside-7-xyloside
LMPK12140163,Emoroidenone
LMFA01030177,"4,7,10,13-docosatetraenoic acid"
LMPR01070008,Pyrrhoxanthin
LMFA01030148,beta-eleostearic acid
LMFA01030151,"9,12,14-octadecatrienoic acid"
LMPR01070030,Lutein B
LMFA01030156,"10,12,15-octadecatrienoic acid"
LMFA01030162,"8,11,14-docosatrienoic acid"
LMST01010106,Cucurbitacin D
LMPK12112026,8-Prenylkaempferol 4'-methyl ether 3-rhamnosyl-(1->6)-galactoside-7-galactoside
LMFA07090020,FAHFA 16:1(9Z)/9O(FA 18:0)
LMPK12140164,Glabranin
LMPK12110513,Orientin 2''-O-xyloside-6''-ferulate
LMGL03013784,"TG(13:0/15:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03013796,TG(13:0/16:0/19:0)[iso6]
LMFA01040056,"methyl 12,15-epdioxy-16-hydroperoxy-9,13-octadecadienoate"
LMFA01040048,"methyl 13,15-dihydroperoxy-9Z,11E,16E-octadecatrienoate"
LMFA01040047,"methyl 10,12-dihydroperoxy-8E,13E,15Z-octadecatrienoate"
LMPK12111620,Datiscin
LMSP0505CJ01,Lea -X(d18:1/16:0)
LMST04010037,Alloursodeoxycholic acid
LMSP0505CJ02,Lea -X(d18:1/18:0)
LMPR01070122,Spirilloxanthin
LMFA01050075,20-hydroxy-arachidic acid
LMFA07090023,FAHFA 16:1(9Z)/12O(FA 18:0)
LMPR01070168,1'-OH-gamma-carotene glucoside/ (Carotenoids B-G)
LMFA02000169,"9,12,13-TriHOME(10)"
LMFA01050117,Lesquerolic acid
LMPK12110562,Brevicornin
LMPR01070188,Oscillol diglycoside/ Oacillol bisglycoside/ (Oscillaxanthin)
LMSP0505CJ03,Lea -X(d18:1/20:0)
LMPR01070547,2-Hydroxymyxol-2'-fucoside
LMSP0505CJ04,Lea -X(d18:1/22:0)
LMSP0505CJ05,Lea -X(d18:1/24:0)
LMPK12110544,"Isoorientin 4',2''-di-O-glucoside"
LMFA01050151,methyl 8-[2-(2-formyl-vinyl)-3-hydroxy-5-oxo-cyclopentyl]-octanoate
LMFA01050149,"methyl 9,12-dihydroxy-13-oxo-10-octadecenoate"
LMPK12110561,Icaritin
LMFA03060091,17-HETE
LMPR01070556,"2-Hydroxy-1',2'-dihydrotorulene 1',2'-oxide"
LMPR01070555,"gamma-Carotene-1',2'-epoxide"
LMFA07050028,HMG-CoA
LMFA01060013,3-butyrl propionic acid
LMPR01070225,Phleixanthophyll
LMFA07050031,Malonyl CoA
LMGL03013802,"TG(13:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
LMSP0505CJ06,Lea -X(d18:1/26:0)
LMFA01060033,9-oxo capric acid
LMFA01060034,Pelargonyl acetic acid
LMFA01060043,12-keto tridecanoic acid
LMST01020012,20:2 Cholesterol ester
LMFA03070012,12S-HpEPE
LMFA03070013,15S-HpEPE
LMPR01070551,Myxol 2'-methyl hexoside
LMFA01060052,4-keto palmitic acid
LMST01020018,22:4 Cholesterol ester
LMPR01070550,Myxol 2'-dimethyl fucoside
LMGP04090002,SLBPA(54:3)
LMST03020668,"1,25-Dihydroxy-23-oxo-vitamin D3"
LMPR01070549,Aphanizophyll
LMFA03050013,"methyl 9,11-epidioxy-12,15-dihydroperoxy-5,7,13-eicosatrienoate"
LMPR01070548,4-Hydroxymyxol-2'-fucoside
LMGP04010036,"PG(16:0/20:4(5Z,8Z,11Z,14Z))"
LMST03020611,"1,25-Dihydroxyvitamin D3 3-glycoside"
LMPR0104010010,Plaunotol
LMST04010004,Isolithocholic acid
LMST04010006,Alloisolithocholic Acid
LMST03020647,"24,24-Difluoro-1,25,26-trihydroxyvitamin D3"
LMST04010027,Isomurideoxycholic acid
LMST04010024,Hyodeoxycholic acid
LMST04010032,Chenodeoxycholic Acid
LMST04010040,Deoxycholic acid
LMST04010035,Isoursodeoxycholic acid
LMST04010033,Ursodeoxycholic acid
LMST04010088,Ursocholic acid
LMGP01050089,PC(0:0/4:0)
LMFA07090035,FAHFA 16:0/8O(FA 16:0)
LMFA01030394,Juniperonic acid
LMFA07090036,FAHFA 16:0/9O(FA 16:0)
LMFA07090038,FAHFA 16:0/11O(FA 16:0)
LMFA01030423,9Z-hexacosenoic acid
LMFA02000182,6-HODE
LMFA07090042,FAHFA 18:0/7O(FA 16:0)
LMFA01030424,"5,9-hexacosadienoic acid"
LMFA08020045,"N-(2-methoxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine"
LMFA07090049,FAHFA 16:1(9Z)/5O(FA 16:0)
LMFA07090046,FAHFA 18:0/11O(FA 16:0)
LMSP0505EM08,VI 3GalNAca-IV 6kladoLcOse8(d18:1/26:1(17Z))
LMPK12111447,Xanthomicrol
LMSP0505EN01,nLcOse10(d18:1/16:0)
LMSP0505EN02,nLcOse10(d18:1/18:0)
LMSP0505EN03,nLcOse10(d18:1/20:0)
LMGP02010717,"PE(18:3(9Z,12Z,15Z)/17:0)"
LMGP02010723,"PE(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
LMFA08020046,"N-propyl-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine"
LMFA08040011,Dihomo-gamma-linolenoyl-EA
LMFA06000007,"4,5-hexadienal"
LMFA08040015,Oleoyl-EA
LMPK12110745,6-C-Xylopyranosyl-8-C-glucopyranosylchrysoeriol
LMST03020256,"(24R)-1alpha,24-dihydroxyvitamin D3"
LMFA05000077,"13-methyl-1,2-eicosanediol"
LMFA01020221,"18-methyl-8Z,11Z,14Z-nonadecatrienoic acid"
LMPK12110437,"3,6-Di-C-glucopyranosylacacetin"
LMFA05000010,14-methyl-1-pentadecanol
LMPK12140189,7-O-Methylstrobopinin
LMPK12110627,Isoorientin 4'-O-glucoside-2''-(4-glucosylcaffeate)
LMPK12110628,"Isoorientin 4'-O-glucoside-2''-(4-glucosyloxy-2,5-dihydroxycinnamante)"
LMGL03013814,"TG(13:0/16:1(9Z)/17:2(9Z,12Z))[iso6]"
LMFA05000020,"5,7-dodecadien-1-ol"
LMPK12110806,"3,8-Di-C-glucopyranosyldiosmetin"
LMFA06000107,hexacosanal
LMSP0505EN06,nLcOse10(d18:1/26:0)
LMSP0505EN07,nLcOse10(d18:1/24:1(15Z))
LMFA08040003,gamma-linolenoyl-EA
LMFA05000024,9-dodecen-1-ol
LMST01020021,14:1 Cholesterol ester
LMPK12110666,Luteolin 7-glucuronide-3'-glucoside
LMFA06000003,3-hexenal
LMFA02000176,"9,14-dihydroxy-octadecanoic acid"
LMPK12110678,Luteolin 7-rutinoside-3'-glucoside
LMPK12110679,Luteolin 7-rutinoside-4'-glucoside
LMPK12110673,"Luteolin 7,4'-diglucuronide"
LMPK12110684,"Luteolin 7,4'-diglucuronide-3'-glucoside"
LMPR01080008,Decaprenoxanthin
LMFA05000041,1-tetradecanol
LMGP01020150,PC(O-18:1(10E)/2:0)
LMFA05000043,7E-decen-1-ol
LMPK12110696,Luteolin 7-(6''-E-cinnamylglucoside)
LMST04030014,27-Deoxy-5beta-cyprinol
LMFA05000049,7E-dodecen-1-ol
LMFA06000009,2-hexenedial
LMPK12110805,"6,8-Di-C-glucopyranosyldiosmetin"
LMGP00000048,PT(18:0/18:1(9Z))
LMPK12110462,Acacetin 7-apiosyl (1->6)-glucopyranoside
LMFA06000002,3-propyl acrolein
LMFA08020068,"(+/-)N-(2-fluoro-ethyl)-2,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine"
LMST04030005,Arapaimol-B
LMFA06000043,4-nonenal
LMPK12113206,Haploside F
LMFA01020220,17-methyl-nonadecanoic acid
LMPK12110716,Luteolin 7-glucosyl-(1->6)-(4'''-caffeoylglucoside)
LMFA06000025,"4,6-heptadienal"
LMFA06000026,Pimelic dialdehyde
LMFA06000028,Caprylaldehyde
LMPK12140002,Eriodictyol
LMFA01050220,28-hydroxy-octacosanoic acid
LMFA06000032,5-octenal
LMFA06000035,"5,7-octadienal"
LMPK12110747,Isoscoparin 2''-O-glucoside
LMST04030019,5alpha-Cyprinol
LMGL03013819,"TG(13:0/16:1(9Z)/18:3(9Z,12Z,15Z))[iso6]"
LMFA06000039,4-hydroxy-2-octenal
LMFA03060065,"14-hydroxy-5E,8Z,11Z,15Z-eicosatetraenoic acid"
LMFA06000042,3-nonenal
LMGL03013820,"TG(13:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
LMFA06000045,"2,4-nonadienal"
LMFA06000046,"2,6-nonadienal"
LMFA06000047,"3,6-nonadienal"
LMFA06000050,"2-nonene-4,6,8-triynal"
LMGP02010728,"PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))"
LMGL03013825,"TG(13:0/16:1(9Z)/20:2(11Z,14Z))[iso6]"
LMFA06000052,Capraldehyde
LMFA06000053,2-decenal
LMFA06000055,5-decenal
LMGP02010734,"PE(18:3(9Z,12Z,15Z)/22:1(11Z))"
LMPK12110821,Diosmetin 7-Apiosyl-(1->2)-(6''-acetylglucoside)
LMGL03013826,"TG(13:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]"
LMFA06000059,"4,7-decadienal"
LMGL03013832,"TG(13:0/16:1(9Z)/22:2(13Z,16Z))[iso6]"
LMFA06000065,2-undecenal
LMGL03013838,"TG(13:0/17:0/17:2(9Z,12Z))[iso6]"
LMGP02010748,"PE(18:4(6Z,9Z,12Z,15Z)/17:2(9Z,12Z))"
LMST03020219,3-epivitamin D3
LMFA06000076,"2,4,7-tridecatrienal"
LMPK12110777,Luteolin 3'-methyl ether 7-allosyl-(1->2)-glucoside
LMFA06000103,tetracosanal
LMFA06000104,15-tetracosenal
LMGP02010741,"PE(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))"
LMPK12110793,Chrysoeriol 7-(2'''-feruloylglucuronosyl)-(1->2)-glucuronide
LMPK12110807,8-C-Glucosyldiosmetin 4''-O-rhamnopyranoside
LMFA08040025,"N-(17,17-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl)-EA"
LMFA08040014,"N-(5,8,11,14-eicosatetraynoyl)-EA"
LMST04030008,27-Deoxy-5alpha-Cyprinol
LMPR0104050010,dehydroabietadienol
LMSP0505EP04,B-IV antigen(d18:1/22:0)
LMPK12110892,Artocarpesin
LMST04030041,5beta-Cyprinol
LMFA08020003,N-arachidonoyl glycine
LMGP01020005,PC(O-1:0/2:0)
LMGP02010754,"PE(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
LMPR0104100001,"(+)-13(17),15-Cleistanthadiene"
LMGP02010759,"PE(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))"
LMGP02010760,"PE(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"
