lm_id,lm_name,refmet_standardized_name,refmet_formula,refmet_exact_mass,refmet_super_class,refmet_main_class,refmet_sub_class,refmet_pubchem_cid,refmet_chebi_id,refmet_hmdb_id,refmet_lm_id,refmet_kegg_id,refmet_inchi_key,refmet_id,lm_id_mismatch
LMST01010101,Dormantinol,,,,,,,,,,,,,,False
LMPK12140049,Lophirone J,,,,,,,,,,,,,,False
LMFA08020347,Thalassotalamide B,,,,,,,,,,,,,,False
LMPK12120074,Lophirone D,,,,,,,,,,,,,,False
LMST02030215,Ximaosteroid B,,,,,,,,,,,,,,False
LMST02030216,Ximaosteroid C,,,,,,,,,,,,,,False
LMST04010041,Lagodeoxycholic acid,Lagodeoxycholic acid,C24H40O4,392.2927,Sterol Lipids,Bile acids,C24 bile acids,5283831,81242,HMDB0000411,LMST04010041,C17646,KXGVEGMKQFWNSR-MFSKYVBHSA-N,RM0188804,False
LMST02020019,4-Chlorotestosterone,,,,,,,,,,,,,,False
LMST04010067,beta-muricholic acid,beta-Muricholic acid,C24H40O5,408.2876,Sterol Lipids,Bile acids,C24 bile acids,5283853,81298,HMDB0000415,LMST04010067,C17726,DKPMWHFRUGMUKF-CRKPLTDNSA-N,RM0128408,False
LMST04010065,omega-muricholic acid,omega-Muricholic acid,C24H40O5,408.2876,Sterol Lipids,Bile acids,C24 bile acids,5283851,81299,HMDB0000364,LMST04010065,C17727,DKPMWHFRUGMUKF-NTPBNISXSA-N,RM0128378,False
LMST03060003,Carcinomedin,,,,,,,,,,,,,,False
LMST01040265,"Stigmastane-3,6-dione",,,,,,,,,,,,,,False
LMST01010283,Pinnasterol,,,,,,,,,,,,,,False
LMSP02030081,Cer(t18:1(12E)/24:0(2OH[R])),,,,,,,,,,,,,,False
LMSP05010118,Termitomycesphin A,Termitomycesphin A,C41H77NO10,743.5547,Sphingolipids,Sphingoid bases,Sphingoid base analogs,42608351,188289,,LMSP05010118,,OJWZQESYKTYPLG-DSZHNLTPSA-N,RM0138862,False
LMPR02020053,gamma-CEHC Glc,,,,,,,,,,,,,,False
LMFA01030440,Nerolic acid,,,,,,,,,,,,,,False
LMFA01170042,Equisetolic acid,Triacontanedioic acid,C30H58O4,482.4335,Fatty Acyls,Fatty acids,Dicarboxylic acids,5322010,165389,,LMFA01170042,,JADFUOUIMWDTFX-UHFFFAOYSA-N,RM0153700,False
LMFA07040066,Parcoblattalactone,,,,,,,,,,,,,,False
LMSP05010039,Phalluside-1,,,,,,,,,,,,,,False
LMST01160014,Physalolactone C,,,,,,,,,,,,,,False
LMST01060032,"Gorgostan-5,25-dien-3beta-ol",,,,,,,,,,,,,,False
LMST01010467,Acetylpinnasterol,,,,,,,,,,,,,,False
LMGP04010996,PG(14:0(12Me)/14:0(13Me)),,,,,,,,,,,,,,False
LMST01040157,Fucostanol,Fucostanol,C29H50O,414.3862,Sterol Lipids,Sterols,Stigmasterols,101607184,156005,,LMST01040157,,CQSRUKJFZKVYCY-FOVYKHAASA-N,RM0001724,False
LMST01031163,Armatinol A,,,,,,,,,,,,,,False
LMST01031164,Armatinol B,,,,,,,,,,,,,,False
LMST01160030,Zenkersterone,,,,,,,,,,,,,,False
LMST01040269,"Stigmasta-4-en-3,6-dione",,,,,,,,,,,,,,False
LMGP04010995,PG(14:0(13Me)/14:0(12Me)),,,,,,,,,,,,,,False
LMST01160011,Ixocarpalactone A,,,,,,,,,,,,,,False
LMST01160021,Withaperuvin B,,,,,,,,,,,,,,False
LMST02030240,Penicildione C,,,,,,,,,,,,,,False
LMST01031039,Xestospongesterol,,,,,,,,,,,,,,False
LMST01010276,6-oxocholestanol,6-Oxocholestanol,C27H46O2,402.3498,Sterol Lipids,Sterols,Oxysterols,52931314,166810,,LMST01010276,,JQMQKOQOLPGBBE-ZNCJEFCDSA-N,RM0135703,False
LMST01020036,ecdysone palmitate,Ecdysone palmitate,C43H74O7,702.5435,Sterol Lipids,Sterol esters,Chol. esters,439785,17551,,LMST01020036,C02681,GLFFUXFTPFZULM-NMEDVGINSA-N,RM0138898,False
LMST01010126,"cholestan-6-oxo-3,5-diol","Cholestan-6-oxo-3,5-diol",C27H46O3,418.3447,Sterol Lipids,Sterols,Oxysterols,159461,166811,,LMST01010126,,SJZZRXMQSAXCFD-ZCBMJONGSA-N,RM0135676,False
LMST04030149,7alpha-hydroxy-3-oxocholest-4-en-27-oic acid,,,,,,,,,,,,,,False
LMST01010346,Marthasterone,,,,,,,,,,,,,,False
LMST01010128,"24S,25-dihydroxycholesterol","24S,25-Dihydroxycholesterol",C27H46O3,418.3447,Sterol Lipids,Sterols,Oxysterols,24779594,86074,,LMST01010128,,OFNJCHBCBBSWHW-XVYZBDJZSA-N,RM0001740,False
LMPR01070167,OH-Chlorobactene glucoside laurate,,,,,,,,,,,,,,False
LMPR01070166,OH-Chlorobactene glucoside,,,,,,,,,,,,,,False
LMST01010139,Lophanol,,,,,,,,,,,,,,False
LMST01010347,Dihydromarthasterone,,,,,,,,,,,,,,False
LMST01160020,Withanolide D,,,,,,,,,,,,,,False
LMST01010127,Secosterol-A,Secosterol-A,C27H46O3,418.3447,Sterol Lipids,Sterols,Oxysterols,24779593,166812,,LMST01010127,,YAKOGNWFSAFQBB-MCFZVKJISA-N,RM0031737,False
LMST01010125,Secosterol-B,Secosterol-B,C27H46O3,418.3447,Sterol Lipids,Sterols,Oxysterols,24779591,166813,,LMST01010125,,XILGKUFKDWNZBF-FUARUQEFSA-N,RM0160153,False
LMST01010123,"1,25-Dihydroxycholesterol","1,25-Dihydroxycholesterol",C27H46O3,418.3447,Sterol Lipids,Sterols,Oxysterols,24779590,166798,,LMST01010123,,WPCGHPRVQQXAMT-FDRPCONVSA-N,RM0028096,False
LMPK13040034,8-O-methyl averufin,,,,,,,,,,,,,,False
LMST01040258,Ikshusterol,,,,,,,,,,,,,,False
LMFA01020443,Mycinonic acid II,,,,,,,,,,,,,,False
LMST01031038,Isoxestospongesterol,,,,,,,,,,,,,,False
LMPR01070192,Salinixanthin,,,,,,,,,,,,,,False
LMST01040162,28-Isofucostanol,,,,,,,,,,,,,,False
LMPR01070195,"7,8-Didehydrodeepoxysalmoxanthin",,,,,,,,,,,,,,False
LMPR01070144,Bacteriorubuxanthin,,,,,,,,,,,,,,False
LMFA13010033,Ustilagic acid,Ustilagic acid,C36H64O18,784.4093,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides,52922086,165500,,LMFA13010033,,OUCYENMKGCGOOQ-IBHJGVIJSA-N,RM0153874,False
LMST02030098,Urocortisone,Urocortisone,C21H32O5,364.2250,Sterol Lipids,Steroids,C21 Steroids,5866,9901,,LMST02030098,C05470,SYGWGHVTLUBCEM-ZIZPXRJBSA-N,RM0161247,False
LMST01010192,ecdysone 25-O-D-glucopyranoside,,,,,,,,,,,,,,False
LMST05050015,Kurilensoside F,,,,,,,,,,,,,,False
LMST05020043,Epitestosterone sulfate,,,,,,,,,,,,,,False
LMST01100001,24-methylene-cycloartanol,,,,,,,,,,,,,,False
LMST01020002,19:0 Cholesterol ester,,,,,,,,,,,,,,False
LMST01010286,Cystosterol,,,,,,,,,,,,,,False
LMST01040156,Baikalosterol,,,,,,,,,,,,,,False
LMST01040240,"(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol",,,,,,,,,,,,,,False
LMST01031002,"Ergosta-5,7,22E,24(28)-tetraenol",,,,,,,,,,,,,,False
LMST01100008,cycloartenol,Cycloartenol,C30H50O,426.3862,Sterol Lipids,Sterols,Cycloartanols,382580,17030,HMDB0036591,LMST01100008,C01902,ONQRKEUAIJMULO-YBXTVTTCSA-N,RM0126042,False
LMPR0106240008,"(8R)-3-oxo-8-hydroxypolypoda13E,17E,21-triene",,,,,,,,,,,,,,False
LMST01010391,Ganoderic acid A,Ganoderic acid A,C30H44O7,516.3087,Sterol Lipids,Sterols,Cholesterols,73242213,,,LMST01010391,,DYOKDAQBNHPJFD-JNTBEZBXSA-N,RM0200769,False
LMST02030212,Ptilosteroid A,,,,,,,,,,,,,,False
LMST02030213,Ptilosteroid B,,,,,,,,,,,,,,False
LMST02030214,Ptilosteroid C,,,,,,,,,,,,,,False
LMST05010067,Tetrahydroaldosterone-3-glucuronide,Tetrahydroaldosterone-3-glucuronide,C27H40O11,540.2571,Sterol Lipids,Steroids,C19 Steroids,145453466,88728,HMDB0010357,LMST05010067,C03033,CGIURIOFMWUPSV-QXFYTWHUSA-N,RM0034695,False
LMST01010296,Penasterol,,,,,,,,,,,,,,False
LMST01010392,Ganoderic acid B,Ganoderic acid B,C30H44O7,516.3087,Sterol Lipids,Sterols,Cholesterols,73242214,,HMDB0035719,LMST01010392,,LWPLEHFGBRFRKI-NBCWKOIPSA-N,RM0200770,False
LMST01010393,Ganosporeric acid A,,,,,,,,,,,,,,False
LMST01040242,24-Ethyllophenol,,,,,,,,,,,,,,False
LMST01090005,Hippuristanacetal,,,,,,,,,,,,,,False
LMST02020017,Bolasterone,,,,,,,,,,,,,,False
LMST02020026,Formyldienolone,,,,,,,,,,,,,,False
LMST01150006,Verazine,,,,,,,,,,,,,,False
LMST01160001,15beta-Hydroxynicandrin B,,,,,,,,,,,,,,False
LMST01160002,Minabeolide-1,,,,,,,,,,,,,,False
LMST01031084,Dehydroconicasterol,,,,,,,,,,,,,,False
LMST01040167,Saringosterol,,,,,,,,,,,,,,False
LMFA13030021,Dokdolipid B,,,,,,,,,,,,,,False
LMST01090003,Hippurin-1,,,,,,,,,,,,,,False
LMST01160031,Acutifolactone,,,,,,,,,,,,,,False
LMST01160032,Withaperuvin,,,,,,,,,,,,,,False
LMST01160033,Withaperuvin C,,,,,,,,,,,,,,False
LMST05050054,Anthenoside A1,,,,,,,,,,,,,,False
LMST05050055,Anthenoside A2,,,,,,,,,,,,,,False
LMST05050053,SNAG-delta5-CT,,,,,,,,,,,,,,False
LMSL03001299,6-O-myristoyl-6'-O-myristoyltrehalose,,,,,,,,,,,,,,False
LMSL03001301,6-O-palmitoyl-6'-O-palmitoyltrehalose,,,,,,,,,,,,,,False
LMSL03001302,6-O-oleoyl-6'-O-oleoyltrehalose,,,,,,,,,,,,,,False
LMSL03001303,6-O-myristoyl-6'-O-oleoyltrehalose,,,,,,,,,,,,,,False
LMSL03001304,6-O-palmitoyl-6'-O-oleoyltrehalose,,,,,,,,,,,,,,False
LMSL03001305,6-O-(15-methyl-palmitoyl)-6'-O-oleoyltrehalose,,,,,,,,,,,,,,False
LMSL03001306,6-O-(13-methyl-myristoyl)-6'-O-16-methyl-palmitoyltrehalose,,,,,,,,,,,,,,False
LMSL03001307,6-O-(9(10)-methylene-octadecanoyl)-6'-O-oleoyltrehalose,,,,,,,,,,,,,,False
LMSP02030082,Caloneuramide,,,,,,,,,,,,,,False
LMFA02020211,N-jasmonoyl-L-dopa,,,,,,,,,,,,,,False
LMFA02020212,N-jasmonoyl-dopamine,,,,,,,,,,,,,,False
LMPR0106050007,Ganocasurarin A,,,,,,,,,,,,,,False
LMPR0106050008,Ganocasurarin B,,,,,,,,,,,,,,False
LMFA13030020,Dokdolipid A,,,,,,,,,,,,,,False
LMST01031168,Penicisteroid G,,,,,,,,,,,,,,False
LMFA03010235,5E-PGB2,,,,,,,,,,,,,,False
LMST01031172,Penicisteroid C,,,,,,,,,,,,,,False
LMPR0106240007,"(8R)-3beta,8-dihydroxypolypoda13E,17E,21-triene",,,,,,,,,,,,,,False
LMSP02010218,Cer(d26:2/15:0),,,,,,,,,,,,,,False
LMSP02010219,Cer(d19:1/18:0),Cer 19:1;O2/18:0,C37H73NO3,579.5590,Sphingolipids,Ceramides,Cer,134768575,,,LMSP02019BTT,,SYNRTDHNHQROOQ-RQDJVNCUSA-N,RM0008597,True
LMSP02010220,Cer(d15:1/16:0),Cer 15:1;O2/16:0,C31H61NO3,495.4651,Sphingolipids,Ceramides,Cer,134741652,,,LMSP02019AL9,,JNWJZVAXJHXHJW-INXZUHKUSA-N,RM0028903,True
LMSP02030083,Cer(t15:0/16:0),Cer 15:0;O3/16:0,C31H63NO4,513.4757,Sphingolipids,Ceramides,PhytoCer,138961635,,,LMSP02039ADL,,IBCHNZWBQWAYRX-FLBADVGZSA-N,RM0124819,True
LMSP05000002,Galalpha1-6Glcbeta-Cer(t17:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000003,Galalpha1-6Glcbeta-Cer(t17:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000002,Galalpha1-6Glcbeta-Cer(t17:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000003,Galalpha1-6Glcbeta-Cer(t17:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000004,Galalpha1-6Glcbeta-Cer(t18:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000008,Galalpha1-6Glcbeta-Cer(t18:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000005,Galalpha1-6Glcbeta-Cer(t18:0/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000009,Galalpha1-6Glcbeta-Cer(t18:0/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000006,Galalpha1-6Glcbeta-Cer(t18:0/23:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000007,Galalpha1-6Glcbeta-Cer(t18:0/23:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000006,Galalpha1-6Glcbeta-Cer(t18:0/23:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000007,Galalpha1-6Glcbeta-Cer(t18:0/23:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000004,Galalpha1-6Glcbeta-Cer(t18:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000008,Galalpha1-6Glcbeta-Cer(t18:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000005,Galalpha1-6Glcbeta-Cer(t18:0/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000009,Galalpha1-6Glcbeta-Cer(t18:0/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000010,Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000015,Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000011,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000014,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000012,Galalpha1-6Glcbeta-Cer(t19:1/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000013,Galalpha1-6Glcbeta-Cer(t19:1/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000012,Galalpha1-6Glcbeta-Cer(t19:1/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000013,Galalpha1-6Glcbeta-Cer(t19:1/21:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000011,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000014,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000010,Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMSP05000015,Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),,,,,,,,,,,,,,False
LMGP02020105,PE(O-14:0(13Me)/14:0(13Me)),,,,,,,,,,,,,,False
LMST04030200,"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholest-23E-en-27-oic acid",,,,,,,,,,,,,,False
LMFA13010151,"1-(O-6-O-methyl-beta-D-glucopyranose)-3,25,27-octacosanetriol",,,,,,,,,,,,,,False
LMSP05010057,"GlcCer(d18:2(4E,8Z)/25:0(2OH[R]))",,,,,,,,,,,,,,False
LMSP05010045,GlcCer(t18:1(8Z)/22:0(2OH[S])),,,,,,,,,,,,,,False
LMSP05010058,GlcCer(t18:1(8E)/24:0(2OH[R])),,,,,,,,,,,,,,False
LMSP05010047,GlcCer(t18:1(8Z)/26:0(2OH[R])),,,,,,,,,,,,,,False
LMSP0501AC24,"GalCer(d18:2(4E,8E)(9Me)/18:1(3E)(2OH[S]))",,,,,,,,,,,,,,False
LMSP05010031,Glucosyl sphingosine,Psychosine,C24H47NO7,461.3353,Sphingolipids,Sphingoid bases,Sphingoid base analogs,5280458,16874,HMDB0000648,LMSP07000001,C01747,HHJTWTPUPVQKNA-PIIMIWFASA-N,RM0135638,True
LMSP0501AA82,"GlcCer(d18:2(4E,8E)(9Me)/18:1(3E)(2OH[S]))",,,,,,,,,,,,,,False
LMSP0501AA83,"GlcCer(d18:2(4E,8E)(9Me)/18:0(2OH[S]))",,,,,,,,,,,,,,False
LMSP05010055,"GlcCer(d18:2(4E,8Z)/22:0(2OH[R]))",,,,,,,,,,,,,,False
LMFA13010053,Glucosyl 25-hydroxyhexacosanoate,,,,,,,,,,,,,,False
LMFA08020220,N-oleyl-Ala-His,,,,,,,,,,,,,,False
LMFA07040063,2-Hydroxy-24-keto-octacosanolide,,,,,,,,,,,,,,False
LMFA07040062,22-keto-26-Hexacosanolide,,,,,,,,,,,,,,False
LMPK04000004,Tylosin,Tylosin,C46H77NO17,915.5192,Polyketides,Macrolides,Macrolides,5280440,17658,HMDB0034108,LMPK04000004,C01457,WBPYTXDJUQJLPQ-VMXQISHHSA-N,RM0135133,False
LMFA03010081,17-phenyl-trinor-PGF2alpha,,,,,,,,,,,,,,False
LMPK13120001,Cannabidiol,Cannabidiol,C21H30O2,314.2246,Prenol Lipids,Isoprenoids,C10 isoprenoids,644019,69478,,LMPK13120005,,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,RM0188456,True
LMST05020030,Taurochenodeoxycholic acid 7-sulfate,Taurochenodeoxycholic acid 7-sulfate,C26H45NO9S2,579.2536,Sterol Lipids,Bile acids,C24 bile acids,20842013,166738,HMDB0002498,LMST05020030,,WTKQKSAFONWCMW-BJLOMENOSA-N,RM0138919,False
LMST05010048,Glycochenodeoxycholic acid 3-glucuronide,Glycochenodeoxycholic acid 3-glucuronide,C32H51NO11,625.3462,Sterol Lipids,Bile acids,C24 bile acids,44263370,166729,HMDB0002579,LMST05010048,,ABFZMYIIUREPLL-ASWJIRIHSA-N,RM0125960,False
LMST05010053,"(3a,5b,7a,12a)-24-[(carboxymethyl)amino]-1,12-dihydroxy-24-oxocholan-3-yl-b-D-Glucopyranosiduronic acid",,,,,,,,,,,,,,False
LMST01150016,20-epi-Verazine,,,,,,,,,,,,,,False
LMST01160034,Paraminabeolide A,,,,,,,,,,,,,,False
LMST05010068,"24S-hydroxycholesterol 3-sulfate, 24-D-glucuronide",,,,,,,,,,,,,,False
LMFA08020323,Isobungeanool,,,,,,,,,,,,,,False
LMST01040271,Saringosterone,,,,,,,,,,,,,,False
LMST01090010,Isonuatigenin,,,,,,,,,,,,,,False
LMFA01031241,"40:6(22Z,25Z,28Z,28Z,31Z,37Z)",,,,,,,,,,,,,,False
LMGL06010004,MGTS(18:0/0:0),,,,,,,,,,,,,,False
LMGL06010005,MGTS(20:0/0:0),,,,,,,,,,,,,,False
LMGL07010004,"DGTS(16:0/18:3(6Z,9Z,12Z))",,,,,,,,,,,,,,False
LMGL07010005,"DGTS(16:0/18:3(9Z,12Z,15Z))",,,,,,,,,,,,,,False
LMGL07010006,"DGTS(16:0/20:4(5Z,8Z,11Z,14Z)",,,,,,,,,,,,,,False
LMPK13120004,Tetrahydrocannabinol,delta9-THC,C21H30O2,314.2246,Polyketides,Aromatic polyketides,Other aromatic polyketides,16078,66964,HMDB0014613,LMPK13120004,C06972,CYQFCXCEBYINGO-IAGOWNOFSA-N,RM0187638,False
LMPR01040116,"15-hydroxycembra-1,3,7,11-tetraene",,,,,,,,,,,,,,False
LMPK09000036,Aureothin,Aureothin,C22H23NO6,397.1525,Benzenoids,Benzenes,Nitrobenzenes,6569946,80024,,LMPK09000036,C15689,GQKXCBCSVYJUMI-WACKOAQBSA-N,RM0038559,False
LMST01031173,Ergosteryl-3beta-O-L-aspartate,,,,,,,,,,,,,,False
LMFA06000114,2-chloropalmitaldehyde,,,,,,,,,,,,,,False
LMFA07010328,"14,14,14-Trifluoro-11Z-tetradecenyl acetate",,,,,,,,,,,,,,False
LMFA13010029,"1-(O-alpha-D-glucopyranosyl)-27-keto-(1,3R,29R)-triacontanetriol",,,,,,,,,,,,,,False
LMFA13010009,"1-(O-alpha-D-glucopyranosyl)-(1,3R,27R)-octaconsanetriol",,,,,,,,,,,,,,False
LMFA13010010,"1-(O-alpha-D-glucopyranosyl)-(1,3R,25R)-hexacosanetriol",,,,,,,,,,,,,,False
LMFA13010028,"1-(O-alpha-D-mannopyranosyl)-25-keto-(1,3R,27R)-octacosanetriol",,,,,,,,,,,,,,False
LMFA13010027,"1-(O-alpha-D-glucopyranosyl)-25-keto-(1,3R,27R)-octacosanetriol",,,,,,,,,,,,,,False
LMFA13010026,"1-(O-alpha-D-glucopyranosyl)-(1,3S,27R)-octacosanetriol",,,,,,,,,,,,,,False
LMFA13010025,"1-(O-alpha-D-glucopyranosyl)-(1,3S,25R)-hexacosanetriol",,,,,,,,,,,,,,False
LMFA01140060,Amphimic acid C,,,,,,,,,,,,,,False
LMPR01040117,Sarcophytrol J,,,,,,,,,,,,,,False
LMST01010343,Spongioside A,,,,,,,,,,,,,,False
LMFA01090097,"6-bromo-25-methyl-hexacosa-5E,9Z-dienoic acid",,,,,,,,,,,,,,False
LMPK12120181,Okanin,,,,,,,,,,,,,,False
LMPK12120518,Trilobatin,Phloretin 4'-glucoside,C21H24O10,436.1370,Polyketides,Flavonoids,Chalcones,13188898,,HMDB0037505,LMPK12120518,,GSTCPEBQYSOEHV-QNDFHXLGSA-N,RM0186899,False
LMPK12112171,Quercitrin,Quercitrin,C21H20O11,448.1006,Polyketides,Flavonoids,Flavones and Flavonols,5280459,17558,HMDB0033751,,C01750,OXGUCUVFOIWWQJ-HQBVPOQASA-N,RM0139016,False
LMSP01080017,Plakoside A,Plakoside A,C57H105NO9,947.7789,Sphingolipids,Sphingoid bases,Sphingoid base analogs,,,,,,,RM0122740,False
LMPK13040008,Emodin,Emodin,C15H10O5,270.0528,Polyketides,Aromatic polyketides,Anthracenes and phenanthrenes,3220,42223,HMDB0035214,LMPK13040008,C10343,RHMXXJGYXNZAPX-UHFFFAOYSA-N,RM0194352,False
LMFA08020186,"N-(2-Hydroxyisobutyl)-2,4,8,10,12-tetradecapentaenamide",,,,,,,,,,,,,,False
LMPK12050013,Daidzin,Daidzein 7-glucoside,C21H20O9,416.1107,Polyketides,Flavonoids,Isoflavonoids,107971,42202,HMDB0033991,LMPK12050013,C10216,KYQZWONCHDNPDP-QNDFHXLGSA-N,RM0128479,False
LMPK15010002,Cardanol,,,,,,,,,,,,,,False
LMPR0103630002,Furodysinin,,,,,,,,,,,,,,False
LMFA01030737,"5E-Octadecene-7,9-diynoic acid",,,,,,,,,,,,,,False
LMFA01030738,"5Z-Octadecene-7,9-diynoic acid",,,,,,,,,,,,,,False
LMFA01070030,"5,6-Epoxyoctadeca-7,9-diynoic acid",,,,,,,,,,,,,,False
LMST01070002,Jurubine,"5beta-Pregnane-3,20-dione",C21H32O2,316.2402,Sterol Lipids,Steroids,C21 Steroids,92745,30154,HMDB0304221,LMST02030146,C05479,XMRPGKVKISIQBV-XWOJZHJZSA-N,RM0135775,True
LMST01080012,Karatavegenin B,,,,,,,,,,,,,,False
LMPK11000033,Chaetoglobosin B,Chaetoglobosin B,C32H36N2O5,528.2624,Alkaloids,Pseudoalkaloids,Cytochalasan alkaloids,6438159,,,LMPK11000033,,VUEFRYQBOMQOMV-BEQOWTTGSA-N,RM0203898,False
LMFA01020289,Neopalmitic acid,,,,,,,,,,,,,,False
LMFA05000730,Dendrotrifidiol,,,,,,,,,,,,,,False
LMST01010468,7alpha-hydroxy-Desmosterol,,,,,,,,,,,,,,False
LMPK13040019,Skyrin,,,,,,,,,,,,,,False
LMFA01031245,"15:6(2E,4E,6Z,8E,12E,14)(6Me,10Me[S],8Me,13Me)",,,,,,,,,,,,,,False
LMFA08040070,Rehmagluamide,,,,,,,,,,,,,,False
LMFA03100038,15-isoLG hydroxylactam-ethanolamine,,,,,,,,,,,,,,False
LMFA08020317,Nonivamide,Nonivamide,C17H27NO3,293.1991,Benzenoids,Phenols,Methoxyphenols,2998,46936,HMDB0029846,LMFA08020317,,RGOVYLWUIBMPGK-UHFFFAOYSA-N,RM0204952,False
LMFA06000279,"7Z,10Z-Hexadecadienal",,,,,,,,,,,,,,False
LMPK13040018,Rubiadin,Rubiadin,C15H10O4,254.0579,Polyketides,Aromatic polyketides,Anthracenes and phenanthrenes,124062,,HMDB0257354,LMPK13040018,C10402,IRZTUXPRIUZXMP-UHFFFAOYSA-N,RM0201001,False
LMSP01080080,Plakoside B,,,,,,,,,,,,,,False
LMPK13040020,Carviolin,,,,,,,,,,,,,,False
LMST01020114,Teasterone 3-myristate,,,,,,,,,,,,,,False
LMST01031174,"9,11-dehydroergosterol peroxide",,,,,,,,,,,,,,False
LMST01031176,"Ergosta-4,6,8(14),22E-tetraen-3-one",,,,,,,,,,,,,,False
LMST01031177,"25-hydroxy-ergosta-4,6,8(14),22E-tetraen-3-one",,,,,,,,,,,,,,False
LMPK13040024,Pachybasin,,,,,,,,,,,,,,False
LMFA02000387,Plasmodiophorol B,,,,,,,,,,,,,,False
LMPK13040029,Averantin,,,,,,,,,,,,,,False
LMSP02030084,Stylissamide  A,,,,,,,,,,,,,,False
LMSP05010154,Stylissoside A,,,,,,,,,,,,,,False
LMPK13040027,Aurantio-obtusin,,,,,,,,,,,,,,False
LMPK13040028,Physcion,Physcion,C16H12O5,284.0685,Polyketides,Aromatic polyketides,Anthracenes and phenanthrenes,10639,38167,,LMPK13040028,,FFWOKTFYGVYKIR-UHFFFAOYSA-N,RM0205049,False
LMST02030236,Arthriniumsteroid B,,,,,,,,,,,,,,False
LMPR01020139,Secoxyloganin,,,,,,,,,,,,,,False
LMPR01040121,steviol-19-O-beta-D-glucoside,,,,,,,,,,,,,,False
LMPR01040122,steviolbioside,,,,,,,,,,,,,,False
LMPR01040124,Rebaudioside E,,,,,,,,,,,,,,False
LMPR01040125,Rebaudioside B,,,,,,,,,,,,,,False
LMPR01040126,Rebaudioside A,,,,,,,,,,,,,,False
LMPR01040127,Rebaudioside D,,,,,,,,,,,,,,False
LMPR01040128,Rebaudioside !,,,,,,,,,,,,,,False
LMPR01040129,Rebaudioside M,,,,,,,,,,,,,,False
LMPR01040131,Dulcoside A,,,,,,,,,,,,,,False
LMPR01040132,Rebaudioside C,,,,,,,,,,,,,,False
LMPR01040133,Dulcoside B,,,,,,,,,,,,,,False
LMPR01040134,Rebaudioside H,,,,,,,,,,,,,,False
LMPR01040135,Rebaudioside K,,,,,,,,,,,,,,False
LMPR01040136,Rebaudioside G,,,,,,,,,,,,,,False
LMPR01040137,Rebaudioside J,,,,,,,,,,,,,,False
LMST01020118,hellebrigenol-3-(14-hydroxymyristate),,,,,,,,,,,,,,False
LMPR01040138,Rebaudioside N,,,,,,,,,,,,,,False
LMPR01040139,Rebaudioside O,,,,,,,,,,,,,,False
LMPR01040140,Rebaudioside F,,,,,,,,,,,,,,False
LMST01130064,Bufogargarizin A,,,,,,,,,,,,,,False
LMPR01030040,Viridiflorol,,,,,,,,,,,,,,False
LMST01020116,hellebrigenin-3-(14-hydroxymyristate),,,,,,,,,,,,,,False
LMPR01030041,Globulol,,,,,,,,,,,,,,False
LMPR01030042,Ledol,,,,,,,,,,,,,,False
LMFA08020326,Hydroxy-alpha-sanshool,,,,,,,,,,,,,,False
